                14cen.lli.out                                       2006/11/28

 EXTRA OUTPUT FILE.  REQUIRED AS INPUT FILE FOR CASC




  Saga (N) 6407/2-3                       

 WELL #  1 WITH  47 EVENTS

  i    X(i)    EXPECTED  ERROR BAR
                           INPUT

 18   4.86088  13.75359   0.12575
 19   5.39157  15.25913   0.12588
 20   5.40775  15.30531   0.12587
 21   5.42230  15.34688   0.12586
 22   5.47010  15.48351   0.12582
 23   5.53347  15.66492   0.12575
 24   5.76373  16.32631   0.12534
 25   6.13802  17.40904   0.12411
 26   6.16464  17.48642   0.12400
 27   6.30931  17.90771   0.12334
 28   6.64943  18.90380   0.12164
 29   6.71848  19.10699   0.12129
 30   6.84883  19.49142   0.12067
 31   6.90895  19.66910   0.12041
 32   6.92450  19.71511   0.12034
 33   7.02879  20.02405   0.11995
 34   7.26164  20.71650   0.11942
 35   7.59501  21.71425   0.12001
 36   7.68220  21.97644   0.12054
 37   7.69663  22.01990   0.12064
 38   7.93218  22.73103   0.12313
 39   8.30139  23.85328   0.13058
 40   8.43649  24.26626   0.13455
 41   8.59663  24.75737   0.14020
 42   8.65262  24.92947   0.14242
 43   9.06025  26.18892   0.16250
 44   9.56153  27.75317   0.19643
 45  10.14195  29.58567   0.24749
 46  10.62233  31.11960   0.29842
 47  11.45584  33.81819   0.40368
 48  11.55289  34.13549   0.41726
 49  11.61550  34.34049   0.42616
 50  11.74333  34.75990   0.44468
 51  11.84219  35.08505   0.45931
 52  11.95775  35.46593   0.47676
 53  12.31980  36.66510   0.53380
 54  12.43658  37.05379   0.55297
 55  12.95864  38.80270   0.64311



  Shell (UK) 22/6-1                       

 WELL # 11 WITH  29 EVENTS

  i    X(i)    EXPECTED  ERROR BAR
                           INPUT

  1   0.00000   1.50575   0.43551
  2   0.02359   1.55554   0.43207
  3   0.26922   2.07410   0.39728
  4   0.34510   2.23432   0.38693
  5   0.95383   3.52048   0.31088
  6   1.01133   3.64204   0.30437
  7   1.04450   3.71217   0.30066
  8   1.74861   5.20168   0.23207
  9   1.85315   5.42298   0.22362
 10   2.47957   6.74985   0.18317
 11   3.53145   8.98098   0.15438
 12   3.56467   9.05150   0.15415
 13   3.76714   9.48143   0.15336
 14   3.80178   9.55499   0.15332
 15   4.01244  10.00249   0.15363
 16   4.31576  10.64707   0.15524
 17   4.56372  11.17427   0.15714
 18   4.86088  11.80634   0.15964
 19   5.39157  12.93592   0.16346
 20   5.40775  12.97036   0.16355
 21   5.42230  13.00134   0.16363
 22   5.47010  13.10313   0.16387
 23   5.53347  13.23811   0.16417
 24   5.76373  13.72864   0.16496
 25   6.13802  14.52638   0.16519
 26   6.16464  14.58314   0.16516
 27   6.30931  14.89162   0.16485
 28   6.64943  15.61718   0.16341
 29   6.71848  15.76454   0.16301
 30   6.84883  16.04273   0.16217
 31   6.90895  16.17105   0.16174
 32   6.92450  16.20426   0.16163
 33   7.02879  16.42691   0.16085
 34   7.26164  16.92418   0.15898
 35   7.59501  17.63642   0.15635
 36   7.68220  17.82277   0.15574
 37   7.69663  17.85362   0.15565
 38   7.93218  18.35719   0.15439
 39   8.30139  19.14690   0.15414
 40   8.43649  19.43601   0.15481
 41   8.59663  19.77876   0.15628
 42   8.65262  19.89861   0.15698
 43   9.06025  20.77155   0.16561
 44   9.56153  21.84584   0.18590
 45  10.14195  23.09085   0.22374
 46  10.62233  24.12215   0.26615
 47  11.45584  25.91347   0.36085
 48  11.55289  26.12222   0.37347
 49  11.61550  26.25688   0.38177
 50  11.74333  26.53189   0.39913
 51  11.84219  26.74463   0.41291
 52  11.95775  26.99333   0.42942
 53  12.31980  27.77281   0.48384
 54  12.43658  28.02433   0.50225
 55  12.95864  29.14932   0.58950



  Amoco (N) 2/8-1                         

 WELL # 12 WITH  19 EVENTS

  i    X(i)    EXPECTED  ERROR BAR
                           INPUT

  1   0.00000  -0.12222   0.57066
  2   0.02359  -0.09657   0.56609
  3   0.26922   0.17168   0.51982
  4   0.34510   0.25498   0.50603
  5   0.95383   0.93083   0.40403
  6   1.01133   0.99536   0.39522
  7   1.04450   1.03264   0.39020
  8   1.74861   1.83339   0.29585
  9   1.85315   1.95380   0.28391
 10   2.47957   2.68363   0.22473
 11   3.53145   3.94105   0.17519
 12   3.56467   3.98141   0.17457
 13   3.76714   4.22828   0.17172
 14   3.80178   4.27066   0.17139
 15   4.01244   4.52934   0.17021
 16   4.31576   4.90462   0.17051
 17   4.56372   5.21390   0.17191
 18   4.86088   5.58744   0.17425
 19   5.39157   6.26251   0.17856
 20   5.40775   6.28324   0.17867
 21   5.42230   6.30190   0.17878
 22   5.47010   6.36325   0.17910
 23   5.53347   6.44473   0.17952
 24   5.76373   6.74198   0.18080
 25   6.13802   7.22924   0.18213
 26   6.16464   7.26409   0.18220
 27   6.30931   7.45391   0.18248
 28   6.64943   7.90319   0.18290
 29   6.71848   7.99492   0.18298
 30   6.84883   8.16854   0.18317
 31   6.90895   8.24881   0.18328
 32   6.92450   8.26960   0.18331
 33   7.02879   8.40924   0.18357
 34   7.26164   8.72242   0.18455
 35   7.59501   9.17421   0.18749
 36   7.68220   9.29304   0.18867
 37   7.69663   9.31274   0.18888
 38   7.93218   9.63524   0.19330
 39   8.30139  10.14479   0.20427
 40   8.43649  10.33248   0.20974
 41   8.59663  10.55581   0.21734
 42   8.65262  10.63410   0.22030
 43   9.06025  11.20757   0.24663
 44   9.56153  11.92102   0.29091
 45  10.14195  12.75846   0.35811
 46  10.62233  13.46077   0.42586
 47  11.45584  14.69912   0.56740
 48  11.55289  14.84495   0.58576
 49  11.61550  14.93920   0.59780
 50  11.74333  15.13207   0.62288
 51  11.84219  15.28166   0.64273
 52  11.95775  15.45694   0.66641
 53  12.31980  16.00923   0.74399
 54  12.43658  16.18838   0.77009
 55  12.95864  16.99530   0.89311



  Saga (N) 35/3-1                         

 WELL # 13 WITH  21 EVENTS

  i    X(i)    EXPECTED  ERROR BAR
                           INPUT

  1   0.00000   1.57971   0.46016
  2   0.02359   1.61736   0.45596
  3   0.26922   2.00756   0.41366
  4   0.34510   2.12742   0.40112
  5   0.95383   3.07748   0.31047
  6   1.01133   3.16616   0.30291
  7   1.04450   3.21724   0.29864
  8   1.74861   4.28704   0.22499
  9   1.85315   4.44354   0.21721
 10   2.47957   5.36862   0.19018
 11   3.53145   6.87314   0.20790
 12   3.56467   6.91965   0.20920
 13   3.76714   7.20185   0.21754
 14   3.80178   7.24990   0.21902
 15   4.01244   7.54070   0.22820
 16   4.31576   7.95508   0.24151
 17   4.56372   8.29006   0.25201
 18   4.86088   8.68702   0.26373
 19   5.39157   9.38378   0.28129
 20   5.40775   9.40477   0.28175
 21   5.42230   9.42364   0.28215
 22   5.47010   9.48555   0.28346
 23   5.53347   9.56744   0.28512
 24   5.76373   9.86310   0.29050
 25   6.13802  10.33743   0.29689
 26   6.16464  10.37087   0.29723
 27   6.30931  10.55191   0.29882
 28   6.64943  10.97299   0.30078
 29   6.71848  11.05770   0.30087
 30   6.84883  11.21688   0.30077
 31   6.90895  11.28997   0.30060
 32   6.92450  11.30885   0.30054
 33   7.02879  11.43509   0.30002
 34   7.26164  11.71479   0.29805
 35   7.59501  12.10999   0.29333
 36   7.68220  12.21234   0.29173
 37   7.69663  12.22925   0.29146
 38   7.93218  12.50345   0.28640
 39   8.30139  12.92708   0.27666
 40   8.43649  13.08021   0.27261
 41   8.59663  13.26041   0.26755
 42   8.65262  13.32308   0.26572
 43   9.06025  13.77410   0.25182
 44   9.56153  14.31613   0.23503
 45  10.14195  14.92636   0.22119
 46  10.62233  15.41731   0.22019
 47  11.45584  16.23884   0.25468
 48  11.55289  16.33201   0.26203
 49  11.61550  16.39182   0.26714
 50  11.74333  16.51328   0.27841
 51  11.84219  16.60661   0.28790
 52  11.95775  16.71500   0.29982
 53  12.31980  17.04981   0.34250
 54  12.43658  17.15625   0.35788
 55  12.95864  17.62288   0.43525



  Saga 6406/2-1                           

 WELL # 14 WITH  29 EVENTS

  i    X(i)    EXPECTED  ERROR BAR
                           INPUT

  1   0.00000   0.27255   0.59197
  2   0.02359   0.31544   0.58734
  3   0.26922   0.76321   0.54029
  4   0.34510   0.90196   0.52620
  5   0.95383   2.02255   0.42113
  6   1.01133   2.12908   0.41196
  7   1.04450   2.19060   0.40673
  8   1.74861   3.50552   0.30695
  9   1.85315   3.70226   0.29408
 10   2.47957   4.88931   0.22903
 11   3.53145   6.91408   0.17285
 12   3.56467   6.97866   0.17218
 13   3.76714   7.37317   0.16933
 14   3.80178   7.44081   0.16905
 15   4.01244   7.85308   0.16843
 16   4.31576   8.44947   0.17027
 17   4.56372   8.93946   0.17338
 18   4.86088   9.52954   0.17811
 19   5.39157  10.59122   0.18684
 20   5.40775  10.62373   0.18708
 21   5.42230  10.65299   0.18730
 22   5.47010  10.74916   0.18799
 23   5.53347  10.87679   0.18887
 24   5.76373  11.34173   0.19170
 25   6.13802  12.10151   0.19473
 26   6.16464  12.15574   0.19486
 27   6.30931  12.45088   0.19538
 28   6.64943  13.14772   0.19521
 29   6.71848  13.28970   0.19493
 30   6.84883  13.55817   0.19418
 31   6.90895  13.68219   0.19374
 32   6.92450  13.71430   0.19361
 33   7.02879  13.92981   0.19268
 34   7.26164  14.41241   0.18996
 35   7.59501  15.10670   0.18474
 36   7.68220  15.28893   0.18315
 37   7.69663  15.31913   0.18288
 38   7.93218  15.81293   0.17823
 39   8.30139  16.59092   0.17049
 40   8.43649  16.87683   0.16774
 41   8.59663  17.21657   0.16471
 42   8.65262  17.33555   0.16373
 43   9.06025  18.20526   0.15886
 44   9.56153  19.28290   0.16179
 45  10.14195  20.54188   0.18392
 46  10.62233  21.59295   0.21928
 47  11.45584  23.43617   0.31278
 48  11.55289  23.65242   0.32595
 49  11.61550  23.79208   0.33467
 50  11.74333  24.07768   0.35302
 51  11.84219  24.29898   0.36770
 52  11.95775  24.55807   0.38538
 53  12.31980  25.37292   0.44428
 54  12.43658  25.63674   0.46438
 55  12.95864  26.82211   0.56049


                                                       N      SD     LOWEST  AVERAGE HIGHEST

   1   77  Elphidium spp.                              9   0.71756    1.282   0.000  -0.272   1.782
   2  228  Cassidulina teretis                        12   1.10984    1.530   0.024  -0.421   1.782
   3   31  Cibicidoides scaldisensis                   7   1.23879    1.335   0.269  -0.308   1.782
   4    1  Neogloboquadrina pachyderma                10   1.20220    1.793   0.345   0.237   1.782
   5  171  Buccella frigida                            6   1.42472    1.485   0.954   0.004   1.782
   6  316  Trifarina fluens                            7   1.54409    2.338   1.011   0.179   1.782
   7  270  Cibicidoides grossa                         9   0.60401    1.597   1.045   0.654   1.782
   8    4  Globorotalia inflata                        8   0.75215    2.030   1.749   1.124   1.782
   9   23  Sigmoilopsis schlumbergeri                 12   1.10241    3.164   1.853   0.880   1.782
  10  269  Neogloboquadrina atlantica                 11   0.64938    2.739   2.480   1.165   1.782
  11  363  Hystrichosphaeropsis obscura                6   1.58018    4.178   3.531   2.166   1.782
  12   91  Diatoms/radiolarians LCO                    8   1.43146    3.879   3.565   2.410   1.782
  13  219  Martinotiella cylindrica                    8   1.41542    4.098   3.767   1.922   1.782
  14   15  Globigerina praebulloides                  11   1.56889    4.610   3.802   2.544   1.782
  15  362  Cannosphaeropsis utinensis                  7   1.45527    4.613   4.012   2.740   1.782
  16  236  G. ex.gr. praescitula zealandica            7   0.61078    4.232   4.316   2.677   1.782
  17   17  Asterigerina gurichi                        7   2.12501    6.806   4.564   3.023   1.782
  18    3  Deflandrea phosphoritica                    7   1.28285    5.473   4.861   4.014   1.782
  19   25  Coarse agglutinated spp.                   11   2.05778    7.658   5.392   3.467   1.782
  20   24  Turrilina alsatica                          8   1.90934    6.874   5.408   4.276   1.782
  21    7  Areoligera semicirculata                    9   1.87694    6.360   5.422   4.208   1.782
  22   97  Cyclammina placenta                        10   3.11435    6.757   5.470   3.088   1.782
  23   41  Wetzelliella symmetrica                     7   1.86221    6.706   5.533   4.660   1.782
  24  182  Spirosigmoilinella compressa                9   1.48358    6.538   5.764   4.440   1.782
  25  324  Aschemonella grandis                        6   1.99459    7.335   6.138   4.923   1.782
  26  289  Adercotryma agterbergi                      8   0.86416    6.253   6.165   5.098   1.782
  27  198  Glomospirella biedae                        6   2.41435    7.161   6.309   4.908   1.782
  28  261  Haplophragmoides walteri                   11   3.10824    8.702   6.649   4.913   1.782
  29  321  Dorothia seigliei                           9   2.91988    8.637   6.718   4.811   1.782
  30   12  Areosphaeridium diktyoplokus                8   1.65297    8.045   6.849   6.327   1.782
  31   29  Reticulophragmium amplectens               11   2.18871    9.737   6.909   5.989   1.782
  32   32  Ammosphaeroidina pseudopauciloculata        8   1.41161    8.067   6.924   6.342   1.782
  33  229  Recurvoides ex.gr. walteri                  6   2.01004    8.491   7.029   5.855   1.782
  34   72  Rottnestia borussica                        6   2.13387    8.371   7.262   6.314   1.782
  35   68  Spiroplectammina spectabilis LO            11   2.37363    9.355   7.595   6.645   1.782
  36  263  Ammomarginulina aubertae                    7   2.59463   10.126   7.682   7.265   1.782
  37   92  Diphyes ficusoides                          6   1.56254    8.818   7.697   7.204   1.782
  38  260  Haplophragmoides kirki                      9   2.29114    9.611   7.932   6.680   1.782
  39  175  Reticulophragmium intermedia                6   2.20291    9.669   8.301   7.695   1.782
  40   99  Eatonicysta ursulae                         9   1.84003    9.993   8.436   8.067   1.782
  41  279  Recurvoidella lamella                       7   1.34002    9.839   8.597   8.410   1.782
  42   54  Spiroplectammina navarroana                11   2.39018   11.196   8.653   8.020   1.782
  43   50  Subbotina patagonica                       11   1.02515   10.304   9.060   9.232   1.782
  44  108  Deflandrea oebisfeldensis                   9   1.10182   10.376   9.562   8.301   1.782
  45   22  Coscinodiscus spp.                          9   0.64257   10.585  10.142   9.223   1.782
  46   28  Apectodinium augustum                       9   0.75508   10.913  10.622  10.056   1.782
  47   76  Reticulophragmium paupera                  11   0.88708   12.317  11.456  10.786   1.782
  48  105  Rzehakina minima                            6   1.99509   13.479  11.553  10.824   1.782
  49  283  Reticulophragmium garcilassoi               6   1.45324   12.407  11.615  10.869   1.782
  50   57  Spiroplectammina spectabilis LCO           11   1.43050   12.360  11.743  10.112   1.782
  51  114  Alisocysta margarita                        6   0.85983   12.319  11.842  11.165   1.782
  52  310  Saccammina placenta                         8   1.03038   12.175  11.958  10.583   1.782
  53  129  Trochammina ruthven murrayi                 7   0.89263   12.372  12.320  10.687   1.782
  54  134  Hormosina excelsa                           6   2.24609   14.850  12.437  10.926   1.782
  55  118  Palaeoperidinium pyrophorum                 6   1.42845   13.457  12.959  11.800   1.782
        1 1
